name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
River Views! - Lux 1BR Apt near Midtown,Manhattan,Hell's Kitchen,40.76108,-73.99812,Entire home/apt,239,30,1,0.06,121,357
NYC MIDTOWN WEST LUXURY 1BR APT! CITY VIEWS!,Manhattan,Midtown,40.76545,-73.98156,Entire home/apt,239,30,1,0.23,121,351
Cozy Studio Apt Upper East Side Near Hospitals,Manhattan,Upper East Side,40.76137,-73.96042,Entire home/apt,199,30,3,0.11,121,365
1-Bedroom Upper East Side Apartment!,Manhattan,Upper East Side,40.76391,-73.95938,Entire home/apt,249,30,2,0.1,121,273
NYC Studio Apt right by Central Park!!,Manhattan,Midtown,40.76556,-73.98197,Entire home/apt,199,30,1,0.05,121,189
~Lavish 1 Bedroom Upper East Side NYC Apt!,Manhattan,Upper East Side,40.76483,-73.95801,Entire home/apt,249,30,1,0.04,121,273
Lux 2BR-Apt.- NYC near Madison Square Garden!,Manhattan,Midtown,40.76539,-73.98348,Entire home/apt,369,30,1,0.04,121,345
Beautiful 1 Bedroom  NYC Apartment - River Views!,Manhattan,Hell's Kitchen,40.76082,-73.99937,Entire home/apt,239,30,1,0.05,121,365
Modern furnished 2-Bedroom NYC Apartment!,Manhattan,Hell's Kitchen,40.76025,-73.99811,Entire home/apt,399,30,3,0.1,121,185
Living excellence- deluxe 2 bedroom apt. in NYC!,Manhattan,Hell's Kitchen,40.76626,-73.98338,Entire home/apt,369,30,1,0.06,121,345
Lux 1BR in the heart of NYC Theater district!,Manhattan,Theater District,40.76118,-73.98535,Entire home/apt,139,30,1,0.04,121,306
NYC Midtown West  2-BR Apt near Theater District!,Manhattan,Midtown,40.76704,-73.98153,Entire home/apt,369,30,1,0.02,121,345
Stunning 1-Bedroom NYC Apartment on the River!,Manhattan,Hell's Kitchen,40.7617,-73.99762,Entire home/apt,275,30,2,0.08,121,365
•HEART OF WILLIAMSBURG APARTMENT COZY&PRIVATE•,Brooklyn,Williamsburg,40.71917,-73.96079,Private room,55,2,68,3.67,4,279
•5 mins to Manhattan super cozy•,Brooklyn,Williamsburg,40.72015,-73.96117,Private room,75,5,2,0.15,4,0
•COZY APARTMENT 5 MINS TO MANHATTAN•,Brooklyn,Williamsburg,40.72092,-73.96122,Private room,65,2,31,1.68,4,282
"•COZY APARTMENT IN BEDFORD AREA, 5 MINS MANHATTAN•",Brooklyn,Williamsburg,40.72064,-73.96022,Private room,50,2,55,2.97,4,281
Charming 1 bedroom East Village Apt,Manhattan,East Village,40.72804,-73.98867,Entire home/apt,155,5,12,0.31,1,2
Couch in Red Hook,Brooklyn,Red Hook,40.67981,-74.00446,Shared room,30,1,1,0.05,1,0
Stylish Room in Times Square near Broadway Shows,Manhattan,Theater District,40.76057,-73.98583,Private room,339,1,18,6.59,7,364
Up to 4 people-Only steps away from Times Square!!,Manhattan,Theater District,40.75861,-73.98683,Private room,379,1,10,4.55,7,353
Stylish Private 1 Double Bed Room in Times Square,Manhattan,Theater District,40.75987,-73.98758,Private room,304,1,6,2.54,7,351
Private Bed and Essentials for NYC Solo Travelers,Manhattan,Theater District,40.75976,-73.98727,Private room,299,1,20,7.69,7,362
Steps away from Times Square!! Stylish Queen Room,Manhattan,Theater District,40.76033,-73.98636,Private room,324,1,5,1.85,7,363
Spacious King near Times Square and Broadway Shows,Manhattan,Theater District,40.76026,-73.98747,Private room,359,1,4,1.54,7,358
Stylish Room w/ 2 Twin Beds in Times Square,Manhattan,Theater District,40.76035,-73.98587,Private room,324,1,13,5.42,7,331
Prime location homestay in Brooklyn sunset park,Brooklyn,Sunset Park,40.63964,-74.01975,Private room,55,4,1,0.03,1,0
Entire 2 bedroom top floor in Clinton Hill,Brooklyn,Bedford-Stuyvesant,40.68537,-73.95894,Entire home/apt,100,28,2,0.11,1,177
Beautiful Studio in the heart of Williamsburg,Brooklyn,Williamsburg,40.71456,-73.94326,Entire home/apt,140,1,9,3.86,1,200
Peaceful and Clean Home in Fort Greene.,Brooklyn,Clinton Hill,40.68535,-73.96736,Private room,65,3,4,0.62,1,0
Peaceful and Spacious Master Bedroom,Manhattan,Gramercy,40.73517,-73.98176,Private room,120,2,3,0.14,1,0
"Large Private Room in Beautiful Bedstuy, BK",Brooklyn,Bedford-Stuyvesant,40.68518,-73.94797,Private room,61,3,2,0.15,1,0
MANHATTAN STUDIO,Manhattan,Kips Bay,40.74362,-73.98058,Entire home/apt,100,6,4,0.08,1,0
Upper West Side Museum/Central Park,Manhattan,Upper West Side,40.78099,-73.97416,Private room,150,3,50,0.85,1,365
"Beautiful, spacious 1brm, unbelievable location!",Manhattan,Hell's Kitchen,40.76462,-73.98734,Private room,110,3,7,1.71,1,3
New York City - Upper West Side Apt,Manhattan,Upper West Side,40.79962,-73.96523,Private room,135,7,70,0.93,1,44
Private Bedroom in Chic East Village Apartment,Manhattan,East Village,40.7298,-73.9791,Private room,149,3,86,1.88,1,62
"""The Dumont"" Event Space",Brooklyn,East New York,40.66957,-73.86585,Entire home/apt,300,1,12,1.49,1,175
BRIGHT BEAUTIFUL BROWNSTONE IN BROOKLYN,Brooklyn,Williamsburg,40.71792,-73.94172,Entire home/apt,160,1,4,0.59,1,49
Cozy Brooklyn Apartment,Brooklyn,Clinton Hill,40.68775,-73.95997,Entire home/apt,150,4,8,0.3,1,0
"Peaceful, beautiful home away ",Manhattan,Harlem,40.80118,-73.95451,Entire home/apt,150,2,31,0.54,1,0
Loft in big apartment,Manhattan,SoHo,40.72439,-74.00481,Private room,103,1,1,0.04,2,0
Private bedroom and bathroom in spacious apartment,Manhattan,SoHo,40.7238,-74.00665,Private room,125,1,1,0.04,2,0
"SOHO / GREENWICH VILLAGE
Prime location- 1 Bedroom",Manhattan,Greenwich Village,40.72801,-74.00105,Entire home/apt,150,80,18,0.87,1,182
"2 Bedrooms Nearby Free ""Manhattan Ferry""",Staten Island,Tompkinsville,40.63515,-74.07929,Private room,85,2,29,5.0,3,296
2 Bedrooms with Harbor View,Staten Island,Stapleton,40.63448,-74.07837,Private room,85,2,26,3.92,3,305
Spacious 2 Bedrooms,Staten Island,Tompkinsville,40.63489,-74.07967,Private room,69,2,25,3.95,3,280
Brooklyn: A Huge Bedroom + Good Vibes,Brooklyn,Crown Heights,40.66431,-73.93216,Private room,50,3,26,0.33,1,158
15 Minutes from Central Park - Studio apartment,Queens,Ditmars Steinway,40.78115,-73.90883,Entire home/apt,103,1,126,3.2,1,245
"Huge Private Bedroom, Patio, + 20min to Midtown",Manhattan,Harlem,40.83014,-73.94656,Private room,59,3,49,1.51,2,203
"Comfy Private Bedroom, Patio + 20min to Midtown",Manhattan,Harlem,40.82908,-73.94671,Private room,49,3,19,0.99,2,211
"Private, sunny room!",Manhattan,Harlem,40.82502,-73.94404,Private room,90,3,1,0.02,1,0
East Village apartment - available for December,Manhattan,East Village,40.728,-73.98603,Entire home/apt,125,25,3,0.15,1,0
West Village Bedroom in duplex apartment,Manhattan,West Village,40.72986,-74.00465,Private room,100,2,3,0.15,1,0
Harlem guest room!  Welcome to New York,Manhattan,Harlem,40.81468,-73.93735,Private room,65,2,1,0.07,1,156
Private Room in Brooklyn Home,Brooklyn,Borough Park,40.64003,-74.00315,Private room,45,1,8,0.76,8,0
Private Room in Brooklyn,Brooklyn,Borough Park,40.63925,-74.00329,Private room,40,1,12,1.16,8,0
Private bedroom with full sized bed,Brooklyn,Borough Park,40.63844,-74.00232,Private room,40,1,9,0.82,8,0
Private Bedroom with queen sized bed,Brooklyn,Borough Park,40.63989,-74.00321,Private room,45,1,7,0.68,8,0
Brooklyn Home,Brooklyn,Borough Park,40.63886,-74.00391,Private room,40,1,26,2.29,8,0
Single bedroom in Brooklyn,Brooklyn,Borough Park,40.64049,-74.00255,Private room,40,1,5,0.61,8,0
Brooklyn Bedroom,Brooklyn,Borough Park,40.64039,-74.00252,Private room,45,1,8,0.81,8,0
Private room and bathroom in Brooklyn,Brooklyn,Borough Park,40.63889,-74.00244,Private room,40,1,11,1.09,8,0
Harlem/Columbia historic landmark,Manhattan,Harlem,40.80748,-73.94922,Entire home/apt,120,2,1,0.02,1,0
Brooklyn Bed,Brooklyn,Prospect Heights,40.67632,-73.96617,Private room,70,2,17,2.82,1,26
Quiet Washington Heights Studio Apartment,Manhattan,Washington Heights,40.85035,-73.9325,Entire home/apt,80,2,28,2.98,1,41
Private Balcony and views of WTC!,Manhattan,Tribeca,40.72018,-74.00981,Private room,100,1,18,0.38,1,31
Harlem Getaway Jazz Mansion,Manhattan,Harlem,40.80469,-73.94594,Entire home/apt,1000,3,38,0.72,1,270
Park Slope Gem full of natural light,Brooklyn,Park Slope,40.67632,-73.97328,Entire home/apt,115,3,4,0.23,1,0
Spacious Studio Apartment,Manhattan,Upper West Side,40.7771,-73.97729,Entire home/apt,160,3,36,0.93,1,318
Upper West Side Apartment,Manhattan,Upper West Side,40.78803,-73.97432,Private room,90,3,1,0.09,1,0
Small 1-bedroom in East Harlem,Manhattan,East Harlem,40.7942,-73.94532,Entire home/apt,110,4,4,0.37,1,0
Truly Amazing Oasis In The City,Brooklyn,Williamsburg,40.71363,-73.96019,Entire home/apt,249,3,150,1.55,1,277
"Upper Manhattan room like a studio ""White room""",Manhattan,Washington Heights,40.84536,-73.93564,Private room,72,6,5,0.53,1,361
Contemporary 1 Bedroom off of Union Square,Manhattan,East Village,40.73215,-73.98804,Entire home/apt,170,1,1,0.05,1,0
Perfect Studio on Ft. Green Park!,Brooklyn,Fort Greene,40.6918,-73.9729,Entire home/apt,130,7,83,1.59,1,67
Superhost 3 bedroom DISCOUNT,Brooklyn,Bedford-Stuyvesant,40.69725,-73.94908,Entire home/apt,250,1,4,0.07,4,165
A Superhost SALE! DELUXE Room!,Brooklyn,Bedford-Stuyvesant,40.69724,-73.94914,Private room,53,1,351,6.09,4,0
#1 Superhost Special Offer in NYC!,Brooklyn,Bedford-Stuyvesant,40.6956,-73.94827,Private room,65,1,357,6.19,4,321
Special OFFER on Airbnb NYC Room!,Brooklyn,Bedford-Stuyvesant,40.69527,-73.94786,Private room,59,1,350,6.05,4,328
1 bedroom in newly renovated apartment,Manhattan,Harlem,40.82375,-73.94381,Private room,100,1,4,0.99,1,56
Spacious West Village 1 b/room King,Manhattan,West Village,40.73215,-74.00922,Entire home/apt,170,4,24,0.25,1,0
Perfectly Central Upper West Side location,Manhattan,Upper West Side,40.79241,-73.97262,Private room,53,1,39,1.39,1,0
A bedroom in Chinatown,Manhattan,Chinatown,40.71346,-73.99592,Private room,95,1,1,0.02,1,0
Beautiful One Bedroom in Chelsea,Manhattan,Chelsea,40.7476,-73.99698,Entire home/apt,139,4,23,0.27,1,0
Manhattan 1BR for $2000/mo Sublet,Manhattan,Washington Heights,40.83987,-73.94279,Entire home/apt,100,2,1,0.03,1,0
Very cozy apartment in Brooklyn.,Brooklyn,Midwood,40.61843,-73.95626,Entire home/apt,75,3,1,0.25,1,0
Romantic getaway in the heart of NYC,Queens,Astoria,40.76194,-73.91255,Private room,89,2,15,2.07,3,13
"Artsy duplex for 6, close to US Open & Manhattan",Queens,Astoria,40.76167,-73.91346,Entire home/apt,179,2,29,5.15,3,116
"Cozy studio is all you need, 20 mins to Manhattan",Queens,Astoria,40.76184,-73.91443,Private room,109,2,50,6.88,3,0
"Spacious, Sunny, and Boutique Condo for Catlovers",Brooklyn,Williamsburg,40.71201,-73.94967,Entire home/apt,94,6,4,0.57,1,11
Private room in the heart of East village,Manhattan,East Village,40.72258,-73.98148,Private room,100,3,5,0.19,2,0
Apartment w/ 2 bedrooms in the heart of E. Village,Manhattan,East Village,40.72237,-73.98148,Private room,275,2,8,0.31,2,0
Victorian Artist Loft,Brooklyn,Bushwick,40.69818,-73.93577,Private room,108,3,12,0.79,1,112
Classic Brooklyn Apartment,Brooklyn,Red Hook,40.67656,-74.01656,Entire home/apt,140,2,59,3.68,1,77
Charming Quiet Upper East Side Studio!,Manhattan,Upper East Side,40.77382,-73.9535,Entire home/apt,160,2,6,0.95,1,11
Premium Central Park Experience,Manhattan,Upper West Side,40.79322,-73.96726,Entire home/apt,200,5,2,0.05,1,0
Cosy bedroom in prime Williamsburg,Brooklyn,Williamsburg,40.71365,-73.94822,Private room,80,4,9,0.36,2,36
Entire 2 bed apartment in Prime Williamsburg,Brooklyn,Williamsburg,40.71462,-73.94641,Entire home/apt,150,40,4,0.16,2,0
Clean Room in Artist Loft in the South St. Seaport,Manhattan,Financial District,40.70781,-74.00051,Private room,90,2,3,0.14,1,0
One Bedroom In New Luxury Building,Brooklyn,Gowanus,40.67873,-73.98976,Entire home/apt,95,1,3,0.11,1,0
Cozy Apartment in Spanish Harlem,Manhattan,East Harlem,40.79197,-73.94711,Entire home/apt,140,1,1,0.03,1,0
Modern Lux APT Private Bath 15 min to Times Sq,Queens,Sunnyside,40.74461,-73.92004,Private room,88,2,132,3.23,1,14
*Beautiful 2BR*Flatiron*Best Location*Near Subway*,Manhattan,Midtown,40.74172,-73.98343,Entire home/apt,379,4,63,3.17,1,238
Welcome to Williamsburg,Brooklyn,Williamsburg,40.71066,-73.95726,Private room,85,1,42,1.14,1,0
Lower East Side True 1 BR,Manhattan,Chinatown,40.71566,-73.99076,Entire home/apt,189,4,25,0.48,1,191
Cozy Queen Bedroom Private Half Bathroom in Harlem,Manhattan,Harlem,40.82032,-73.94464,Private room,59,1,6,4.62,1,74
Long Island City Apartment,Queens,Long Island City,40.75378,-73.93449,Private room,65,1,5,0.15,1,66
Brooklyn Art Residence,Brooklyn,Bushwick,40.69932,-73.91191,Entire home/apt,200,3,7,0.48,1,6
"Lovely, 2BR sun filled apartment",Brooklyn,Greenpoint,40.72484,-73.9472,Entire home/apt,100,6,1,0.02,1,0
MAGNIFICENT apartment in Williamsburg with Balcony,Brooklyn,Williamsburg,40.71397,-73.94873,Entire home/apt,68,2,22,0.78,1,0
Private room in Williamsburg,Brooklyn,Williamsburg,40.7134,-73.96306,Private room,85,4,3,2.2,1,6
Spacious Private Bedroom Brooklyn - Williamsburg,Brooklyn,Williamsburg,40.70876,-73.94971,Private room,79,5,5,0.21,2,198
Cozy Bedroom with Balcony in Williamsburg Apt,Brooklyn,Williamsburg,40.71065,-73.95115,Private room,104,2,19,0.49,2,249
Pretty bedroom for rent in Queens NYC - August,Queens,Ridgewood,40.70772,-73.90959,Private room,50,7,1,0.05,1,0
,Manhattan,East Village,40.73215,-73.98821,Entire home/apt,200,1,28,0.45,1,341
Heart of Williamsburg 1 bedroom,Brooklyn,Williamsburg,40.71104,-73.96287,Entire home/apt,100,5,3,0.07,1,0
Private Room Avail in 3BR LES Apt,Manhattan,Lower East Side,40.71858,-73.98613,Private room,70,1,1,0.02,1,0
Indo Sweet,Brooklyn,East Flatbush,40.64016,-73.94119,Private room,80,1,1,0.07,1,179
Lovely Inwood Studio,Manhattan,Inwood,40.85911,-73.928,Entire home/apt,85,3,3,0.07,1,0
"Cozy apartment, new and super clean!",Queens,Long Island City,40.75291,-73.92305,Private room,75,3,4,2.35,1,144
East Williamsburg Clean Apartment,Brooklyn,Williamsburg,40.71261,-73.94154,Entire home/apt,115,2,2,0.05,1,0
Bright & Large Brownstone Beauty mins away frm NYC,Brooklyn,Windsor Terrace,40.65028,-73.97771,Entire home/apt,165,3,37,1.9,1,82
Apt 6,Manhattan,Upper West Side,40.78694,-73.97218,Entire home/apt,100,31,1,0.09,3,161
136 Apt 3,Manhattan,Upper West Side,40.78834,-73.97215,Entire home/apt,95,15,5,0.27,3,0
136 Apt 7,Manhattan,Upper West Side,40.78833,-73.97182,Entire home/apt,85,30,2,0.44,3,118
"NYC, East 108th st, private bed room, female only",Manhattan,East Harlem,40.79241,-73.94132,Private room,70,2,3,0.54,1,0
Luxury April Sublet in Manhattan NY,Manhattan,Harlem,40.80422,-73.95495,Private room,45,1,1,0.03,1,0
Beautiful Harlem apt with views,Manhattan,Harlem,40.8214,-73.95675,Shared room,200,1,31,0.53,1,365
Gorgeous room on the Upper West Side,Manhattan,Morningside Heights,40.80723,-73.96222,Private room,50,5,18,0.72,1,157
Bed-Stuy Apartment w/ Rooftop Patio,Brooklyn,Bedford-Stuyvesant,40.69487,-73.93884,Private room,67,60,6,0.13,1,266
Nouveau Bohemian in East Village,Manhattan,East Village,40.72196,-73.98345,Private room,108,2,36,1.18,1,51
The Wielingen,Bronx,Longwood,40.82417,-73.90156,Private room,95,1,182,3.82,2,0
The Double U,Bronx,Longwood,40.82441,-73.90361,Private room,125,1,25,1.34,2,0
"Studio on UWS, three blocks from the Central Park",Manhattan,Upper West Side,40.78607,-73.97717,Entire home/apt,180,5,27,1.25,1,0
Beautiful open layout studio near Prospect Park,Brooklyn,Flatbush,40.652,-73.95805,Entire home/apt,110,3,32,1.9,1,0
Great East Village/Alphabet City Apt!,Manhattan,East Village,40.72185,-73.98237,Private room,49,4,2,0.35,2,0
"NY Oasis With Patio. Near Park, Dining & More!",Manhattan,East Village,40.726,-73.97861,Private room,94,5,5,5.0,1,47
Luxury High Rise Condominium 2 Bedroom,Manhattan,Murray Hill,40.74457,-73.97493,Entire home/apt,449,1,1,1.0,1,216
"Gramercy Pk Area, w Rooftop Gdn!",Manhattan,Kips Bay,40.73951,-73.98146,Entire home/apt,145,3,2,0.02,1,0
Cozy bedroom near Central Park,Manhattan,Upper East Side,40.76889,-73.9548,Private room,100,1,68,2.62,1,5
2 BEDROOMS BROOKLYN BRAND NEW!,Brooklyn,Williamsburg,40.72047,-73.94504,Entire home/apt,350,3,2,2.0,1,363
Clean Cozy Home,Manhattan,Harlem,40.82817,-73.94598,Private room,55,1,1,1.0,3,35
Comfortable and Cozy Home,Manhattan,Harlem,40.82715,-73.94667,Private room,55,1,20,7.41,3,175
Private Room With Private En-Suite Bathroom,Brooklyn,Bedford-Stuyvesant,40.68587,-73.95221,Private room,60,3,14,2.46,1,9
Home in Harlem,Manhattan,Harlem,40.80497,-73.94152,Entire home/apt,106,3,7,6.0,2,5
Harlem Style Spacious and Sunny,Manhattan,Harlem,40.80516,-73.94299,Entire home/apt,117,3,126,3.91,2,66
Spacious One bedroom apartment,Manhattan,Morningside Heights,40.81281,-73.95882,Entire home/apt,80,14,3,0.07,1,0
GET COSY IN WILLIAMSBURG...,Brooklyn,Williamsburg,40.70491,-73.94268,Entire home/apt,110,3,3,0.05,1,0
Cozy and luxurious suite away from home,Bronx,Westchester Square,40.8372,-73.84345,Entire home/apt,70,2,67,2.99,2,129
Luxury mini Suite.,Bronx,Westchester Square,40.83758,-73.84382,Entire home/apt,72,2,35,1.52,2,129
"Brooklyn, Sundrenched & Peaceful",Brooklyn,Sunset Park,40.65168,-74.00178,Entire home/apt,105,7,3,0.06,1,0
Room in Soho Apartment,Manhattan,SoHo,40.72566,-74.00275,Private room,75,1,1,0.02,1,0
PERFECT East Village Location****,Manhattan,Gramercy,40.7317,-73.9833,Private room,100,3,9,0.32,2,0
PERFECT LOCATION! EAST VILLAGE Private Room,Manhattan,East Village,40.7303,-73.98341,Private room,105,3,1,0.05,2,0
Cute Brooklyn One Bedroom Apartment,Brooklyn,Prospect-Lefferts Gardens,40.65548,-73.95707,Entire home/apt,100,7,5,0.39,1,1
Room in Hell's Kitchen luxury building,Manhattan,Hell's Kitchen,40.76892,-73.99016,Private room,110,3,2,0.09,1,0
Artistic Loft w Fireplace & Manhattan Skyline,Brooklyn,Columbia St,40.68388,-74.00484,Entire home/apt,210,2,11,1.24,2,120
"Beautiful, private 1 BR Apt in Hamilton Heights",Manhattan,Harlem,40.82722,-73.9457,Entire home/apt,78,6,4,0.2,1,0
Clean/convenient apartment w/rooftop & gym.,Brooklyn,Bedford-Stuyvesant,40.69116,-73.95444,Entire home/apt,132,3,4,1.03,1,205
Lovely Apartment Near Prospect Park,Brooklyn,Prospect-Lefferts Gardens,40.6552,-73.96063,Private room,65,7,2,0.06,4,364
Cute Apartment Near Prospect Park,Brooklyn,Flatbush,40.6502,-73.95509,Private room,39,7,6,0.17,4,278
Spacious 3 Bedroom Apartment Near Prospect Park,Brooklyn,Prospect-Lefferts Gardens,40.65651,-73.95322,Entire home/apt,400,14,2,0.06,4,90
Private Room Near Prospect Park,Brooklyn,Flatbush,40.6518,-73.95894,Private room,39,7,13,0.3,4,346
"SPACIOUS APT, A/C, WIFI, SUBWAY!",Manhattan,Washington Heights,40.85296,-73.93527,Entire home/apt,147,7,27,0.78,1,294
New Colorful East Village Modern Apt off Bowery,Manhattan,East Village,40.72421,-73.99041,Private room,180,1,14,0.4,1,90
Art Life in the City – from Brooklyn to Manhattan,Brooklyn,Williamsburg,40.71228,-73.93782,Private room,72,2,3,3.0,2,0
Your Sanctuary in the city,Brooklyn,Williamsburg,40.71179,-73.9387,Private room,60,1,41,4.42,2,5
Soho Old School,Manhattan,SoHo,40.72515,-73.99919,Entire home/apt,115,28,12,0.31,1,77
"Dean Street, BROOKLYN!!",Brooklyn,Brownsville,40.67375,-73.90813,Private room,40,1,6,0.3,2,0
Welcome to Brooklyn! Stay in Bed-Stuy!,Brooklyn,Brownsville,40.67528,-73.906,Private room,40,2,3,0.16,2,0
Bushwick BR/Private Bathroom,Brooklyn,Bushwick,40.69358,-73.91914,Private room,35,15,1,0.03,1,0
"Cozy 1 BD in Astoria, City Bike & NYFerry nearby",Queens,Long Island City,40.76844,-73.93819,Private room,70,3,1,0.09,1,342
"3 bedroom, 2 baths duplex apt w/all new furniture",Brooklyn,East New York,40.67337,-73.88846,Entire home/apt,225,3,3,3.0,2,136
BedStuy Penthouse Duplex 1BR,Brooklyn,Bedford-Stuyvesant,40.68417,-73.95343,Entire home/apt,132,30,1,0.94,1,191
Manhattan Upper West Side 1 BR by Central Park,Manhattan,Upper West Side,40.80209,-73.96196,Entire home/apt,174,4,12,0.44,1,0
Impressive living in the prime location,Manhattan,Upper West Side,40.7723,-73.99363,Entire home/apt,188,2,12,1.93,1,0
"Big, airy room in beautiful apartment",Brooklyn,Flatbush,40.65251,-73.96325,Private room,60,4,1,0.04,1,0
Tasteful NOHO 1 bedroom,Manhattan,NoHo,40.72805,-73.99146,Entire home/apt,139,3,1,0.04,1,0
Nice Furnished Short Term in NY,Manhattan,Washington Heights,40.84764,-73.93875,Shared room,100,1,31,0.4,1,364
1st Floor Cozy 1Br Apt. Near YANKEE STADIUM,Bronx,Morrisania,40.82936,-73.90867,Entire home/apt,150,1,26,3.15,1,175
"Close to subway, Manhattan, & shops with kitchen",Queens,Elmhurst,40.74038,-73.87599,Entire home/apt,120,5,31,0.64,2,64
Private Apt in Queens NYC/less 5min walk to train,Queens,Elmhurst,40.73928,-73.87755,Entire home/apt,101,5,93,2.52,2,7
